Year,Quarter,Month,Day,AllCasesSort,DEF_RACE
2018,Qtr 1,January,10,4,Black
2018,Qtr 1,January,12,1,Black
2018,Qtr 1,January,16,3,Black
2018,Qtr 1,January,17,4,Black
2018,Qtr 1,January,18,1,Black
2018,Qtr 1,January,19,2,Black
2018,Qtr 1,January,20,2,Black
2018,Qtr 1,January,22,7,Black
2018,Qtr 1,January,23,3,Black
2018,Qtr 1,January,24,3,Black
2018,Qtr 1,January,25,3,Black
2018,Qtr 1,January,26,8,Black
2018,Qtr 1,January,29,1,Black
2018,Qtr 1,January,30,7,Black
2018,Qtr 1,January,31,2,Black
2018,Qtr 1,February,2,2,Black
2018,Qtr 1,February,3,1,Black
2018,Qtr 1,February,5,4,Black
2018,Qtr 1,February,6,1,Black
2018,Qtr 1,February,8,5,Black
2018,Qtr 1,February,9,1,Black
2018,Qtr 1,February,12,2,Black
2018,Qtr 1,February,13,2,Black
2018,Qtr 1,February,14,7,Black
2018,Qtr 1,February,15,4,Black
2018,Qtr 1,February,16,5,Black
2018,Qtr 1,February,19,1,Black
2018,Qtr 1,February,20,6,Black
2018,Qtr 1,February,21,4,Black
2018,Qtr 1,February,22,6,Black
2018,Qtr 1,February,23,7,Black
2018,Qtr 1,February,26,1,Black
2018,Qtr 1,February,27,5,Black
2018,Qtr 1,February,28,4,Black
2018,Qtr 1,March,1,1,Black
2018,Qtr 1,March,2,2,Black
2018,Qtr 1,March,4,1,Black
2018,Qtr 1,March,5,8,Black
2018,Qtr 1,March,6,2,Black
2018,Qtr 1,March,7,2,Black
2018,Qtr 1,March,8,2,Black
2018,Qtr 1,March,9,2,Black
2018,Qtr 1,March,10,1,Black
2018,Qtr 1,March,12,10,Black
2018,Qtr 1,March,13,2,Black
2018,Qtr 1,March,14,2,Black
2018,Qtr 1,March,15,3,Black
2018,Qtr 1,March,16,1,Black
2018,Qtr 1,March,18,1,Black
2018,Qtr 1,March,19,4,Black
2018,Qtr 1,March,20,3,Black
2018,Qtr 1,March,21,5,Black
2018,Qtr 1,March,22,3,Black
2018,Qtr 1,March,23,2,Black
2018,Qtr 1,March,26,5,Black
2018,Qtr 1,March,27,2,Black
2018,Qtr 1,March,28,3,Black
2018,Qtr 1,March,29,4,Black
2018,Qtr 2,April,1,1,Black
2018,Qtr 2,April,2,4,Black
2018,Qtr 2,April,3,1,Black
2018,Qtr 2,April,4,7,Black
2018,Qtr 2,April,5,4,Black
2018,Qtr 2,April,6,5,Black
2018,Qtr 2,April,9,5,Black
2018,Qtr 2,April,10,1,Black
2018,Qtr 2,April,11,8,Black
2018,Qtr 2,April,12,3,Black
2018,Qtr 2,April,13,3,Black
2018,Qtr 2,April,16,2,Black
2018,Qtr 2,April,17,4,Black
2018,Qtr 2,April,18,2,Black
2018,Qtr 2,April,19,4,Black
2018,Qtr 2,April,20,1,Black
2018,Qtr 2,April,22,1,Black
2018,Qtr 2,April,23,3,Black
2018,Qtr 2,April,24,2,Black
2018,Qtr 2,April,25,6,Black
2018,Qtr 2,April,26,3,Black
2018,Qtr 2,April,27,7,Black
2018,Qtr 2,April,30,8,Black
2018,Qtr 2,May,1,10,Black
2018,Qtr 2,May,2,3,Black
2018,Qtr 2,May,3,3,Black
2018,Qtr 2,May,4,2,Black
2018,Qtr 2,May,7,5,Black
2018,Qtr 2,May,8,6,Black
2018,Qtr 2,May,9,4,Black
2018,Qtr 2,May,10,4,Black
2018,Qtr 2,May,11,5,Black
2018,Qtr 2,May,14,7,Black
2018,Qtr 2,May,15,4,Black
2018,Qtr 2,May,16,1,Black
2018,Qtr 2,May,17,2,Black
2018,Qtr 2,May,18,2,Black
2018,Qtr 2,May,21,4,Black
2018,Qtr 2,May,22,1,Black
2018,Qtr 2,May,23,6,Black
2018,Qtr 2,May,24,1,Black
2018,Qtr 2,May,25,1,Black
2018,Qtr 2,May,29,2,Black
2018,Qtr 2,May,30,5,Black
2018,Qtr 2,June,1,4,Black
2018,Qtr 2,June,4,4,Black
2018,Qtr 2,June,5,8,Black
2018,Qtr 2,June,6,3,Black
2018,Qtr 2,June,7,3,Black
2018,Qtr 2,June,8,4,Black
2018,Qtr 2,June,9,2,Black
2018,Qtr 2,June,11,3,Black
2018,Qtr 2,June,12,6,Black
2018,Qtr 2,June,13,5,Black
2018,Qtr 2,June,14,2,Black
2018,Qtr 2,June,15,6,Black
2018,Qtr 2,June,18,5,Black
2018,Qtr 2,June,19,2,Black
2018,Qtr 2,June,20,9,Black
2018,Qtr 2,June,21,1,Black
2018,Qtr 2,June,22,2,Black
2018,Qtr 2,June,25,2,Black
2018,Qtr 2,June,26,9,Black
2018,Qtr 2,June,27,2,Black
2018,Qtr 2,June,28,1,Black
2018,Qtr 3,July,2,6,Black
2018,Qtr 3,July,3,7,Black
2018,Qtr 3,July,5,1,Black
2018,Qtr 3,July,6,1,Black
2018,Qtr 3,July,9,3,Black
2018,Qtr 3,July,10,4,Black
2018,Qtr 3,July,11,3,Black
2018,Qtr 3,July,12,2,Black
2018,Qtr 3,July,13,8,Black
2018,Qtr 3,July,15,2,Black
2018,Qtr 3,July,16,2,Black
2018,Qtr 3,July,17,5,Black
2018,Qtr 3,July,18,6,Black
2018,Qtr 3,July,19,7,Black
2018,Qtr 3,July,20,2,Black
2018,Qtr 3,July,21,1,Black
2018,Qtr 3,July,23,6,Black
2018,Qtr 3,July,24,5,Black
2018,Qtr 3,July,25,1,Black
2018,Qtr 3,July,26,3,Black
2018,Qtr 3,July,27,1,Black
2018,Qtr 3,July,30,7,Black
2018,Qtr 3,July,31,1,Black
2018,Qtr 3,August,1,3,Black
2018,Qtr 3,August,2,1,Black
2018,Qtr 3,August,3,6,Black
2018,Qtr 3,August,6,1,Black
2018,Qtr 3,August,7,8,Black
2018,Qtr 3,August,8,4,Black
2018,Qtr 3,August,9,5,Black
2018,Qtr 3,August,10,3,Black
2018,Qtr 3,August,12,3,Black
2018,Qtr 3,August,13,2,Black
2018,Qtr 3,August,14,7,Black
2018,Qtr 3,August,15,1,Black
2018,Qtr 3,August,16,5,Black
2018,Qtr 3,August,17,4,Black
2018,Qtr 3,August,20,4,Black
2018,Qtr 3,August,21,3,Black
2018,Qtr 3,August,22,4,Black
2018,Qtr 3,August,23,2,Black
2018,Qtr 3,August,24,1,Black
2018,Qtr 3,August,27,1,Black
2018,Qtr 3,August,28,9,Black
2018,Qtr 3,August,29,5,Black
2018,Qtr 3,August,30,1,Black
2018,Qtr 3,August,31,5,Black
2018,Qtr 3,September,3,1,Black
2018,Qtr 3,September,4,3,Black
2018,Qtr 3,September,5,6,Black
2018,Qtr 3,September,6,2,Black
2018,Qtr 3,September,9,2,Black
2018,Qtr 3,September,10,4,Black
2018,Qtr 3,September,11,8,Black
2018,Qtr 3,September,12,5,Black
2018,Qtr 3,September,13,2,Black
2018,Qtr 3,September,14,3,Black
2018,Qtr 3,September,17,4,Black
2018,Qtr 3,September,18,3,Black
2018,Qtr 3,September,19,4,Black
2018,Qtr 3,September,20,2,Black
2018,Qtr 3,September,21,3,Black
2018,Qtr 3,September,23,2,Black
2018,Qtr 3,September,24,5,Black
2018,Qtr 3,September,25,4,Black
2018,Qtr 3,September,26,3,Black
2018,Qtr 3,September,27,5,Black
2018,Qtr 4,October,1,1,Black
2018,Qtr 4,October,2,1,Black
2018,Qtr 4,October,4,4,Black
2018,Qtr 4,October,5,4,Black
2018,Qtr 4,October,9,2,Black
2018,Qtr 4,October,10,2,Black
2018,Qtr 4,October,11,3,Black
2018,Qtr 4,October,12,4,Black
2018,Qtr 4,October,14,1,Black
2018,Qtr 4,October,15,1,Black
2018,Qtr 4,October,16,6,Black
2018,Qtr 4,October,17,1,Black
2018,Qtr 4,October,18,2,Black
2018,Qtr 4,October,19,2,Black
2018,Qtr 4,October,22,1,Black
2018,Qtr 4,October,23,3,Black
2018,Qtr 4,October,24,2,Black
2018,Qtr 4,October,25,3,Black
2018,Qtr 4,October,26,1,Black
2018,Qtr 4,October,29,3,Black
2018,Qtr 4,October,30,2,Black
2018,Qtr 4,October,31,2,Black
2018,Qtr 4,November,1,2,Black
2018,Qtr 4,November,2,5,Black
2018,Qtr 4,November,5,10,Black
2018,Qtr 4,November,6,2,Black
2018,Qtr 4,November,7,5,Black
2018,Qtr 4,November,8,3,Black
2018,Qtr 4,November,9,1,Black
2018,Qtr 4,November,13,2,Black
2018,Qtr 4,November,14,5,Black
2018,Qtr 4,November,16,1,Black
2018,Qtr 4,November,19,1,Black
2018,Qtr 4,November,20,2,Black
2018,Qtr 4,November,21,3,Black
2018,Qtr 4,November,26,5,Black
2018,Qtr 4,November,27,4,Black
2018,Qtr 4,November,29,2,Black
2018,Qtr 4,November,30,1,Black
2018,Qtr 4,December,3,2,Black
2018,Qtr 4,December,4,10,Black
2018,Qtr 4,December,5,6,Black
2018,Qtr 4,December,6,3,Black
2018,Qtr 4,December,7,2,Black
2018,Qtr 4,December,10,1,Black
2018,Qtr 4,December,11,7,Black
2018,Qtr 4,December,12,3,Black
2018,Qtr 4,December,13,2,Black
2018,Qtr 4,December,14,6,Black
2018,Qtr 4,December,17,5,Black
2018,Qtr 4,December,18,10,Black
2018,Qtr 4,December,19,7,Black
2018,Qtr 4,December,20,2,Black
2018,Qtr 4,December,21,3,Black
2018,Qtr 4,December,26,4,Black
2018,Qtr 4,December,27,5,Black
2018,Qtr 4,December,28,2,Black
2018,Qtr 4,December,31,1,Black
2019,Qtr 1,January,2,7,Black
2019,Qtr 1,January,3,5,Black
2019,Qtr 1,January,4,3,Black
2019,Qtr 1,January,7,5,Black
2019,Qtr 1,January,8,6,Black
2019,Qtr 1,January,10,5,Black
2019,Qtr 1,January,11,2,Black
2019,Qtr 1,January,14,2,Black
2019,Qtr 1,January,15,2,Black
2019,Qtr 1,January,16,2,Black
2019,Qtr 1,January,17,4,Black
2019,Qtr 1,January,18,1,Black
2019,Qtr 1,January,22,2,Black
2019,Qtr 1,January,23,5,Black
2019,Qtr 1,January,24,2,Black
2019,Qtr 1,January,25,2,Black
2019,Qtr 1,January,27,1,Black
2019,Qtr 1,January,28,2,Black
2019,Qtr 1,January,29,6,Black
2019,Qtr 1,January,30,2,Black
2019,Qtr 1,January,31,1,Black
2019,Qtr 1,February,1,4,Black
2019,Qtr 1,February,4,2,Black
2019,Qtr 1,February,5,6,Black
2019,Qtr 1,February,6,1,Black
2019,Qtr 1,February,7,3,Black
2019,Qtr 1,February,9,1,Black
2019,Qtr 1,February,11,6,Black
2019,Qtr 1,February,12,5,Black
2019,Qtr 1,February,13,2,Black
2019,Qtr 1,February,14,3,Black
2019,Qtr 1,February,15,3,Black
2019,Qtr 1,February,19,3,Black
2019,Qtr 1,February,20,4,Black
2019,Qtr 1,February,21,4,Black
2019,Qtr 1,February,22,2,Black
2019,Qtr 1,February,24,1,Black
2019,Qtr 1,February,25,3,Black
2019,Qtr 1,February,26,5,Black
2019,Qtr 1,February,27,3,Black
2019,Qtr 1,February,28,1,Black
2019,Qtr 1,March,1,1,Black
2019,Qtr 1,March,4,3,Black
2019,Qtr 1,March,5,5,Black
2019,Qtr 1,March,7,3,Black
2019,Qtr 1,March,8,2,Black
2019,Qtr 1,March,10,1,Black
2019,Qtr 1,March,11,4,Black
2019,Qtr 1,March,12,5,Black
2019,Qtr 1,March,13,2,Black
2019,Qtr 1,March,14,6,Black
2019,Qtr 1,March,18,4,Black
2019,Qtr 1,March,19,2,Black
2019,Qtr 1,March,20,1,Black
2019,Qtr 1,March,21,2,Black
2019,Qtr 1,March,26,4,Black
2019,Qtr 1,March,27,3,Black
2019,Qtr 1,March,28,1,Black
2019,Qtr 1,March,29,1,Black
2019,Qtr 2,April,2,2,Black
2019,Qtr 2,April,3,5,Black
2019,Qtr 2,April,4,2,Black
2019,Qtr 2,April,5,5,Black
2019,Qtr 2,April,8,1,Black
2019,Qtr 2,April,9,4,Black
2019,Qtr 2,April,10,3,Black
2019,Qtr 2,April,11,3,Black
2019,Qtr 2,April,12,3,Black
2019,Qtr 2,April,15,2,Black
2019,Qtr 2,April,16,2,Black
2019,Qtr 2,April,19,1,Black
2019,Qtr 2,April,22,5,Black
2019,Qtr 2,April,23,3,Black
2019,Qtr 2,April,25,2,Black
2019,Qtr 2,April,26,3,Black
2019,Qtr 2,April,29,5,Black
2019,Qtr 2,April,30,2,Black
2019,Qtr 2,May,1,3,Black
2019,Qtr 2,May,2,1,Black
2019,Qtr 2,May,3,1,Black
2019,Qtr 2,May,4,2,Black
2019,Qtr 2,May,5,3,Black
2019,Qtr 2,May,6,3,Black
2019,Qtr 2,May,7,3,Black
2019,Qtr 2,May,8,4,Black
2019,Qtr 2,May,9,4,Black
2019,Qtr 2,May,10,3,Black
2019,Qtr 2,May,13,2,Black
2019,Qtr 2,May,14,8,Black
2019,Qtr 2,May,15,7,Black
2019,Qtr 2,May,16,2,Black
2019,Qtr 2,May,17,2,Black
2019,Qtr 2,May,20,6,Black
2019,Qtr 2,May,21,3,Black
2019,Qtr 2,May,22,2,Black
2019,Qtr 2,May,23,1,Black
2019,Qtr 2,May,24,1,Black
2019,Qtr 2,May,28,5,Black
2019,Qtr 2,May,29,12,Black
2019,Qtr 2,May,30,2,Black
2019,Qtr 2,June,2,1,Black
2019,Qtr 2,June,3,3,Black
2019,Qtr 2,June,4,3,Black
2019,Qtr 2,June,5,1,Black
2019,Qtr 2,June,6,4,Black
2019,Qtr 2,June,7,5,Black
2019,Qtr 2,June,10,9,Black
2019,Qtr 2,June,11,7,Black
2019,Qtr 2,June,13,8,Black
2019,Qtr 2,June,14,1,Black
2019,Qtr 2,June,16,1,Black
2019,Qtr 2,June,17,2,Black
2019,Qtr 2,June,18,3,Black
2019,Qtr 2,June,19,1,Black
2019,Qtr 2,June,21,2,Black
2019,Qtr 2,June,24,4,Black
2019,Qtr 2,June,25,3,Black
2019,Qtr 2,June,27,2,Black
2019,Qtr 2,June,28,1,Black
2019,Qtr 3,July,1,3,Black
2019,Qtr 3,July,2,8,Black
2019,Qtr 3,July,5,5,Black
2019,Qtr 3,July,8,2,Black
2019,Qtr 3,July,9,2,Black
2019,Qtr 3,July,15,1,Black
2019,Qtr 3,July,16,2,Black
2019,Qtr 3,July,18,2,Black
2019,Qtr 3,July,22,1,Black
2019,Qtr 3,July,23,1,Black
2019,Qtr 3,July,25,1,Black
2019,Qtr 3,July,30,2,Black
2019,Qtr 3,July,31,4,Black
2019,Qtr 3,August,1,4,Black
2019,Qtr 3,August,2,1,Black
2019,Qtr 3,August,5,2,Black
2019,Qtr 3,August,6,3,Black
2019,Qtr 3,August,7,2,Black
2019,Qtr 3,August,8,2,Black
2019,Qtr 3,August,9,1,Black
2019,Qtr 3,August,12,3,Black
2019,Qtr 3,August,13,2,Black
2019,Qtr 3,August,14,1,Black
2019,Qtr 3,August,15,2,Black
2019,Qtr 3,August,16,1,Black
2019,Qtr 3,August,19,2,Black
2019,Qtr 3,August,20,3,Black
2019,Qtr 3,August,21,2,Black
2019,Qtr 3,August,22,2,Black
2019,Qtr 3,August,23,1,Black
2019,Qtr 3,August,26,3,Black
2019,Qtr 3,August,27,1,Black
2019,Qtr 3,August,28,1,Black
2019,Qtr 3,August,29,1,Black
2019,Qtr 3,August,30,2,Black
2019,Qtr 3,September,3,1,Black
2019,Qtr 3,September,4,1,Black
2019,Qtr 3,September,5,1,Black
2019,Qtr 3,September,6,1,Black
2019,Qtr 3,September,8,1,Black
2019,Qtr 3,September,11,1,Black
2019,Qtr 3,September,13,1,Black
2019,Qtr 3,September,16,1,Black
2019,Qtr 3,September,17,1,Black
2019,Qtr 3,September,18,4,Black
2019,Qtr 3,September,20,2,Black
2019,Qtr 3,September,23,3,Black
2019,Qtr 3,September,24,5,Black
2019,Qtr 3,September,25,2,Black
2019,Qtr 4,October,1,1,Black
2019,Qtr 4,October,3,1,Black
2019,Qtr 4,October,4,1,Black
2019,Qtr 4,October,6,1,Black
2019,Qtr 4,October,7,1,Black
2019,Qtr 4,October,8,3,Black
2019,Qtr 4,October,9,2,Black
2019,Qtr 4,October,10,2,Black
2019,Qtr 4,October,11,1,Black
2019,Qtr 4,October,17,1,Black
2019,Qtr 4,October,18,1,Black
2019,Qtr 4,October,22,4,Black
2019,Qtr 4,October,24,1,Black
2019,Qtr 4,October,28,1,Black
2019,Qtr 4,October,31,1,Black
2019,Qtr 4,November,4,2,Black
2019,Qtr 4,November,5,1,Black
2019,Qtr 4,November,6,2,Black
2019,Qtr 4,November,7,1,Black
2019,Qtr 4,November,12,1,Black
2019,Qtr 4,November,13,1,Black
2019,Qtr 4,November,14,3,Black
2019,Qtr 4,November,19,1,Black
2019,Qtr 4,November,21,2,Black
2019,Qtr 4,November,26,2,Black
2019,Qtr 4,November,27,1,Black
2019,Qtr 4,December,3,1,Black
2019,Qtr 4,December,9,3,Black
2019,Qtr 4,December,10,2,Black
2019,Qtr 4,December,11,4,Black
2019,Qtr 4,December,12,1,Black
2019,Qtr 4,December,13,1,Black
2019,Qtr 4,December,16,1,Black
2019,Qtr 4,December,17,2,Black
2019,Qtr 4,December,18,1,Black
2019,Qtr 4,December,23,4,Black
2019,Qtr 4,December,26,1,Black
2019,Qtr 4,December,27,1,Black
2019,Qtr 4,December,31,1,Black
2020,Qtr 1,January,2,2,Black
2020,Qtr 1,January,6,3,Black
2020,Qtr 1,January,7,1,Black
2020,Qtr 1,January,9,2,Black
2020,Qtr 1,January,12,1,Black
2020,Qtr 1,January,13,2,Black
2020,Qtr 1,January,14,3,Black
2020,Qtr 1,January,16,3,Black
2020,Qtr 1,January,17,1,Black
2020,Qtr 1,January,21,1,Black
2020,Qtr 1,January,22,3,Black
2020,Qtr 1,January,23,1,Black
2020,Qtr 1,January,24,4,Black
2020,Qtr 1,January,27,1,Black
2020,Qtr 1,January,28,3,Black
2020,Qtr 1,January,30,1,Black
2020,Qtr 1,January,31,1,Black
2020,Qtr 1,February,2,1,Black
2020,Qtr 1,February,3,1,Black
2020,Qtr 1,February,4,2,Black
2020,Qtr 1,February,6,1,Black
2020,Qtr 1,February,7,2,Black
2020,Qtr 1,February,10,1,Black
2020,Qtr 1,February,11,2,Black
2020,Qtr 1,February,14,1,Black
2020,Qtr 1,February,17,1,Black
2020,Qtr 1,February,18,3,Black
2020,Qtr 1,February,19,2,Black
2020,Qtr 1,February,24,2,Black
2020,Qtr 1,February,25,2,Black
2020,Qtr 1,February,27,2,Black
2020,Qtr 1,February,28,2,Black
2020,Qtr 1,March,3,1,Black
2020,Qtr 1,March,4,1,Black
2020,Qtr 1,March,8,1,Black
2020,Qtr 1,March,9,3,Black
2020,Qtr 1,March,10,4,Black
2020,Qtr 1,March,11,1,Black
2020,Qtr 1,March,12,1,Black
2020,Qtr 1,March,16,2,Black
2020,Qtr 1,March,19,1,Black
2020,Qtr 1,March,20,1,Black
2020,Qtr 1,March,24,1,Black
2020,Qtr 1,March,26,1,Black
2020,Qtr 1,March,27,1,Black
2020,Qtr 2,April,3,1,Black
2020,Qtr 2,April,6,1,Black
2020,Qtr 2,April,9,1,Black
2020,Qtr 2,April,14,1,Black
2020,Qtr 2,April,15,1,Black
2020,Qtr 2,April,16,1,Black
2020,Qtr 2,April,17,1,Black
2020,Qtr 2,April,20,1,Black
2020,Qtr 2,April,21,1,Black
2020,Qtr 2,May,1,1,Black
2020,Qtr 2,May,5,2,Black
2020,Qtr 2,May,6,1,Black
2020,Qtr 2,May,7,2,Black
2020,Qtr 2,May,18,1,Black
2020,Qtr 2,May,20,1,Black
2020,Qtr 2,May,21,1,Black
2020,Qtr 2,May,27,1,Black
2020,Qtr 2,May,30,1,Black
2020,Qtr 2,June,9,1,Black
2020,Qtr 2,June,10,1,Black
2020,Qtr 2,June,11,1,Black
2020,Qtr 2,June,15,1,Black
2020,Qtr 2,June,16,1,Black
2020,Qtr 2,June,18,1,Black
2020,Qtr 2,June,22,1,Black
2020,Qtr 3,July,1,1,Black
2020,Qtr 3,July,2,1,Black
2020,Qtr 3,July,9,1,Black
2020,Qtr 3,July,14,2,Black
2020,Qtr 3,July,21,1,Black
2020,Qtr 3,July,23,1,Black
2020,Qtr 3,July,29,1,Black
2020,Qtr 3,August,4,1,Black
2020,Qtr 3,August,6,1,Black
2020,Qtr 3,August,10,1,Black
2020,Qtr 3,August,13,2,Black
2020,Qtr 3,August,27,1,Black
2020,Qtr 3,September,7,1,Black
2020,Qtr 3,September,9,1,Black
2020,Qtr 3,September,15,1,Black
2020,Qtr 3,September,21,2,Black
2020,Qtr 3,September,23,1,Black
2020,Qtr 3,September,28,1,Black
2020,Qtr 3,September,29,2,Black
2020,Qtr 4,October,5,2,Black
2020,Qtr 4,October,7,1,Black
2020,Qtr 4,October,8,1,Black
2020,Qtr 4,October,16,1,Black
2020,Qtr 4,October,20,1,Black
2020,Qtr 4,October,22,1,Black
2020,Qtr 4,October,23,1,Black
2020,Qtr 4,October,30,1,Black
2020,Qtr 4,November,2,1,Black
2020,Qtr 4,November,4,1,Black
2020,Qtr 4,November,6,1,Black
2020,Qtr 4,November,10,1,Black
2020,Qtr 4,November,16,1,Black
2020,Qtr 4,November,17,1,Black
2020,Qtr 4,November,20,1,Black
2020,Qtr 4,November,23,1,Black
2020,Qtr 4,December,5,1,Black
2020,Qtr 4,December,9,2,Black
2020,Qtr 4,December,10,2,Black
2020,Qtr 4,December,11,1,Black
2020,Qtr 4,December,15,1,Black
2020,Qtr 4,December,16,1,Black
2020,Qtr 4,December,23,1,Black
2020,Qtr 4,December,28,1,Black
2020,Qtr 4,December,30,2,Black
2021,Qtr 1,January,8,1,Black
2021,Qtr 1,January,26,1,Black
2021,Qtr 1,February,4,1,Black
2021,Qtr 1,February,16,2,Black
2021,Qtr 1,February,18,1,Black
2021,Qtr 1,March,17,1,Black
2021,Qtr 1,March,26,1,Black
2021,Qtr 1,March,30,1,Black
2021,Qtr 2,April,6,1,Black
2021,Qtr 2,April,13,1,Black
2021,Qtr 2,May,11,1,Black
2021,Qtr 2,May,17,2,Black
2021,Qtr 2,May,20,1,Black
2021,Qtr 2,June,1,1,Black
2021,Qtr 2,June,3,1,Black
2021,Qtr 2,June,11,1,Black
2021,Qtr 2,June,15,2,Black
2021,Qtr 2,June,23,2,Black
2021,Qtr 3,July,6,1,Black
2021,Qtr 3,July,8,1,Black
2021,Qtr 3,July,11,2,Black
2021,Qtr 3,July,16,1,Black
2021,Qtr 3,July,25,1,Black
2021,Qtr 3,July,26,1,Black
2021,Qtr 3,July,27,1,Black
2021,Qtr 3,August,4,1,Black
2021,Qtr 3,August,25,1,Black
2021,Qtr 3,August,30,1,Black
2021,Qtr 3,September,7,1,Black
2021,Qtr 3,September,13,1,Black
2021,Qtr 3,September,16,1,Black
2021,Qtr 3,September,21,1,Black
2021,Qtr 3,September,28,1,Black
2021,Qtr 4,November,10,1,Black
2021,Qtr 4,November,12,2,Black
2021,Qtr 4,November,18,1,Black
2021,Qtr 4,December,23,1,Black
2022,Qtr 1,January,3,1,Black
2022,Qtr 1,January,5,1,Black
2022,Qtr 1,January,7,1,Black
2022,Qtr 1,January,13,2,Black
2022,Qtr 1,January,21,2,Black
2022,Qtr 1,February,1,1,Black
2022,Qtr 1,February,11,2,Black
2022,Qtr 1,February,22,1,Black
2022,Qtr 1,February,28,1,Black
2022,Qtr 1,March,1,2,Black
2022,Qtr 1,March,9,1,Black
2022,Qtr 1,March,11,1,Black
2022,Qtr 1,March,16,1,Black
2022,Qtr 1,March,21,1,Black
2022,Qtr 1,March,23,1,Black
2022,Qtr 1,March,29,1,Black
2022,Qtr 2,April,7,2,Black
2022,Qtr 2,April,8,1,Black
2022,Qtr 2,April,11,1,Black
2022,Qtr 2,April,13,3,Black
2022,Qtr 2,April,14,1,Black
2022,Qtr 2,April,18,1,Black
2022,Qtr 2,April,28,1,Black
2022,Qtr 2,May,17,3,Black
2022,Qtr 2,May,18,1,Black
2022,Qtr 2,May,27,1,Black
2022,Qtr 2,June,6,2,Black
2022,Qtr 2,June,7,4,Black
2022,Qtr 2,June,8,1,Black
2022,Qtr 2,June,22,1,Black
2022,Qtr 2,June,24,1,Black
2022,Qtr 2,June,28,1,Black
2022,Qtr 2,June,29,1,Black
2022,Qtr 3,July,6,1,Black
2022,Qtr 3,July,8,1,Black
2022,Qtr 3,July,12,2,Black
2022,Qtr 3,July,22,1,Black
2022,Qtr 3,August,4,1,Black
2022,Qtr 3,August,9,1,Black
2022,Qtr 3,August,10,1,Black
2022,Qtr 3,August,16,2,Black
2022,Qtr 3,August,19,1,Black
2022,Qtr 3,August,23,1,Black
2022,Qtr 3,August,30,2,Black
2022,Qtr 3,September,1,1,Black
2022,Qtr 3,September,8,1,Black
2022,Qtr 3,September,14,1,Black
2022,Qtr 3,September,16,1,Black
2022,Qtr 3,September,17,1,Black
2022,Qtr 3,September,21,1,Black
2022,Qtr 3,September,22,2,Black
2022,Qtr 3,September,26,1,Black
2022,Qtr 3,September,30,1,Black
2022,Qtr 4,October,7,1,Black
2022,Qtr 4,October,10,1,Black
2022,Qtr 4,October,12,2,Black
2022,Qtr 4,October,13,1,Black
2022,Qtr 4,October,14,1,Black
2022,Qtr 4,October,17,1,Black
2022,Qtr 4,October,18,2,Black
2022,Qtr 4,October,19,1,Black
2022,Qtr 4,October,24,2,Black
2022,Qtr 4,October,26,1,Black
2022,Qtr 4,October,28,1,Black
2022,Qtr 4,November,2,1,Black
2022,Qtr 4,November,4,1,Black
2022,Qtr 4,November,7,1,Black
2022,Qtr 4,November,9,2,Black
2022,Qtr 4,November,17,4,Black
2022,Qtr 4,November,23,2,Black
2022,Qtr 4,November,28,1,Black
2022,Qtr 4,December,6,1,Black
2022,Qtr 4,December,9,1,Black
2022,Qtr 4,December,15,1,Black
2022,Qtr 4,December,22,1,Black
2023,Qtr 1,January,4,1,Black
2023,Qtr 1,January,9,1,Black
2023,Qtr 1,January,12,1,Black
2023,Qtr 1,January,20,2,Black
2023,Qtr 1,January,23,1,Black
2023,Qtr 1,January,26,1,Black
2023,Qtr 1,January,31,2,Black
2023,Qtr 1,February,6,1,Black
2023,Qtr 1,February,7,1,Black
2023,Qtr 1,February,9,1,Black
2023,Qtr 1,February,23,1,Black
2023,Qtr 1,February,24,1,Black
2023,Qtr 1,March,1,1,Black
2023,Qtr 1,March,3,2,Black
2023,Qtr 1,March,10,1,Black
2023,Qtr 1,March,14,3,Black
2023,Qtr 1,March,22,1,Black
2023,Qtr 1,March,24,1,Black
2023,Qtr 1,March,27,1,Black
2023,Qtr 2,April,11,1,Black
2023,Qtr 2,April,17,1,Black
2023,Qtr 2,April,19,1,Black
2023,Qtr 2,April,20,1,Black
2023,Qtr 2,April,21,1,Black
2023,Qtr 2,April,24,1,Black
2023,Qtr 2,May,1,1,Black
2023,Qtr 2,May,3,1,Black
2023,Qtr 2,May,4,1,Black
2023,Qtr 2,May,7,1,Black
2023,Qtr 2,May,9,2,Black
2023,Qtr 2,May,10,2,Black
2023,Qtr 2,May,15,1,Black
2023,Qtr 2,May,17,4,Black
2023,Qtr 2,May,18,1,Black
2023,Qtr 2,June,5,1,Black
2023,Qtr 2,June,8,1,Black
2023,Qtr 2,June,14,1,Black
2023,Qtr 2,June,15,2,Black
2023,Qtr 2,June,21,2,Black
2023,Qtr 2,June,24,1,Black
2023,Qtr 2,June,27,1,Black
2023,Qtr 2,June,30,1,Black
2023,Qtr 3,July,6,1,Black
2023,Qtr 3,July,11,1,Black
2023,Qtr 3,July,17,3,Black
2023,Qtr 3,July,19,1,Black
2023,Qtr 3,July,24,1,Black
2023,Qtr 3,July,28,2,Black
2023,Qtr 3,July,31,1,Black
2023,Qtr 3,August,1,1,Black
2023,Qtr 3,August,4,1,Black
2023,Qtr 3,August,16,1,Black
2023,Qtr 3,August,18,1,Black
2023,Qtr 3,August,23,2,Black
