Year,Quarter,Month,Day,Victim Race,Number and Percent of Cases
2017,Qtr 1,January,3,Missing/Unknown,10
2017,Qtr 1,January,4,Missing/Unknown,10
2017,Qtr 1,January,5,Missing/Unknown,6
2017,Qtr 1,January,6,Missing/Unknown,7
2017,Qtr 1,January,9,Missing/Unknown,13
2017,Qtr 1,January,10,Missing/Unknown,13
2017,Qtr 1,January,11,Missing/Unknown,9
2017,Qtr 1,January,12,Missing/Unknown,7
2017,Qtr 1,January,13,Missing/Unknown,6
2017,Qtr 1,January,17,Missing/Unknown,15
2017,Qtr 1,January,18,Missing/Unknown,9
2017,Qtr 1,January,19,Missing/Unknown,4
2017,Qtr 1,January,20,Missing/Unknown,4
2017,Qtr 1,January,21,Missing/Unknown,2
2017,Qtr 1,January,23,Missing/Unknown,5
2017,Qtr 1,January,24,Missing/Unknown,13
2017,Qtr 1,January,25,Missing/Unknown,1
2017,Qtr 1,January,26,Missing/Unknown,7
2017,Qtr 1,January,27,Missing/Unknown,1
2017,Qtr 1,January,28,Missing/Unknown,2
2017,Qtr 1,January,29,Missing/Unknown,5
2017,Qtr 1,January,30,Missing/Unknown,4
2017,Qtr 1,January,31,Missing/Unknown,10
2017,Qtr 1,February,1,Missing/Unknown,5
2017,Qtr 1,February,2,Missing/Unknown,6
2017,Qtr 1,February,3,Missing/Unknown,4
2017,Qtr 1,February,4,Missing/Unknown,7
2017,Qtr 1,February,6,Missing/Unknown,13
2017,Qtr 1,February,7,Missing/Unknown,10
2017,Qtr 1,February,8,Missing/Unknown,7
2017,Qtr 1,February,9,Missing/Unknown,5
2017,Qtr 1,February,10,Missing/Unknown,2
2017,Qtr 1,February,11,Missing/Unknown,1
2017,Qtr 1,February,12,Missing/Unknown,2
2017,Qtr 1,February,13,Missing/Unknown,8
2017,Qtr 1,February,14,Missing/Unknown,6
2017,Qtr 1,February,15,Missing/Unknown,4
2017,Qtr 1,February,16,Missing/Unknown,7
2017,Qtr 1,February,17,Missing/Unknown,5
2017,Qtr 1,February,21,Missing/Unknown,7
2017,Qtr 1,February,22,Missing/Unknown,2
2017,Qtr 1,February,23,Missing/Unknown,10
2017,Qtr 1,February,24,Missing/Unknown,3
2017,Qtr 1,February,26,Missing/Unknown,2
2017,Qtr 1,February,27,Missing/Unknown,9
2017,Qtr 1,February,28,Missing/Unknown,16
2017,Qtr 1,March,1,Missing/Unknown,7
2017,Qtr 1,March,2,Missing/Unknown,8
2017,Qtr 1,March,3,Missing/Unknown,6
2017,Qtr 1,March,4,Missing/Unknown,2
2017,Qtr 1,March,5,Missing/Unknown,1
2017,Qtr 1,March,6,Missing/Unknown,4
2017,Qtr 1,March,7,Missing/Unknown,6
2017,Qtr 1,March,8,Missing/Unknown,7
2017,Qtr 1,March,9,Missing/Unknown,8
2017,Qtr 1,March,10,Missing/Unknown,5
2017,Qtr 1,March,12,Missing/Unknown,5
2017,Qtr 1,March,13,Missing/Unknown,4
2017,Qtr 1,March,14,Missing/Unknown,4
2017,Qtr 1,March,15,Missing/Unknown,6
2017,Qtr 1,March,16,Missing/Unknown,4
2017,Qtr 1,March,17,Missing/Unknown,4
2017,Qtr 1,March,18,Missing/Unknown,4
2017,Qtr 1,March,19,Missing/Unknown,1
2017,Qtr 1,March,20,Missing/Unknown,9
2017,Qtr 1,March,21,Missing/Unknown,7
2017,Qtr 1,March,22,Missing/Unknown,10
2017,Qtr 1,March,23,Missing/Unknown,13
2017,Qtr 1,March,24,Missing/Unknown,4
2017,Qtr 1,March,25,Missing/Unknown,2
2017,Qtr 1,March,26,Missing/Unknown,1
2017,Qtr 1,March,27,Missing/Unknown,8
2017,Qtr 1,March,28,Missing/Unknown,1
2017,Qtr 1,March,29,Missing/Unknown,5
2017,Qtr 1,March,30,Missing/Unknown,1
2017,Qtr 2,April,3,Missing/Unknown,6
2017,Qtr 2,April,4,Missing/Unknown,8
2017,Qtr 2,April,5,Missing/Unknown,3
2017,Qtr 2,April,6,Missing/Unknown,4
2017,Qtr 2,April,7,Missing/Unknown,12
2017,Qtr 2,April,8,Missing/Unknown,1
2017,Qtr 2,April,10,Missing/Unknown,12
2017,Qtr 2,April,11,Missing/Unknown,9
2017,Qtr 2,April,12,Missing/Unknown,7
2017,Qtr 2,April,13,Missing/Unknown,7
2017,Qtr 2,April,14,Missing/Unknown,1
2017,Qtr 2,April,15,Missing/Unknown,1
2017,Qtr 2,April,17,Missing/Unknown,6
2017,Qtr 2,April,18,Missing/Unknown,7
2017,Qtr 2,April,19,Missing/Unknown,4
2017,Qtr 2,April,20,Missing/Unknown,3
2017,Qtr 2,April,21,Missing/Unknown,6
2017,Qtr 2,April,24,Missing/Unknown,6
2017,Qtr 2,April,25,Missing/Unknown,6
2017,Qtr 2,April,26,Missing/Unknown,3
2017,Qtr 2,April,27,Missing/Unknown,10
2017,Qtr 2,April,28,Missing/Unknown,3
2017,Qtr 2,May,1,Missing/Unknown,6
2017,Qtr 2,May,2,Missing/Unknown,7
2017,Qtr 2,May,3,Missing/Unknown,4
2017,Qtr 2,May,4,Missing/Unknown,5
2017,Qtr 2,May,5,Missing/Unknown,8
2017,Qtr 2,May,8,Missing/Unknown,5
2017,Qtr 2,May,9,Missing/Unknown,12
2017,Qtr 2,May,10,Missing/Unknown,5
2017,Qtr 2,May,11,Missing/Unknown,6
2017,Qtr 2,May,12,Missing/Unknown,2
2017,Qtr 2,May,15,Missing/Unknown,5
2017,Qtr 2,May,16,Missing/Unknown,18
2017,Qtr 2,May,17,Missing/Unknown,14
2017,Qtr 2,May,18,Missing/Unknown,8
2017,Qtr 2,May,19,Missing/Unknown,3
2017,Qtr 2,May,22,Missing/Unknown,5
2017,Qtr 2,May,23,Missing/Unknown,7
2017,Qtr 2,May,24,Missing/Unknown,6
2017,Qtr 2,May,25,Missing/Unknown,6
2017,Qtr 2,May,26,Missing/Unknown,2
2017,Qtr 2,May,30,Missing/Unknown,8
2017,Qtr 2,May,31,Missing/Unknown,11
2017,Qtr 2,June,1,Missing/Unknown,5
2017,Qtr 2,June,2,Missing/Unknown,6
2017,Qtr 2,June,5,Missing/Unknown,8
2017,Qtr 2,June,6,Missing/Unknown,11
2017,Qtr 2,June,7,Missing/Unknown,12
2017,Qtr 2,June,8,Missing/Unknown,8
2017,Qtr 2,June,9,Missing/Unknown,7
2017,Qtr 2,June,10,Missing/Unknown,1
2017,Qtr 2,June,12,Missing/Unknown,10
2017,Qtr 2,June,13,Missing/Unknown,6
2017,Qtr 2,June,14,Missing/Unknown,2
2017,Qtr 2,June,15,Missing/Unknown,11
2017,Qtr 2,June,16,Missing/Unknown,3
2017,Qtr 2,June,17,Missing/Unknown,1
2017,Qtr 2,June,19,Missing/Unknown,6
2017,Qtr 2,June,20,Missing/Unknown,5
2017,Qtr 2,June,21,Missing/Unknown,10
2017,Qtr 2,June,22,Missing/Unknown,8
2017,Qtr 2,June,23,Missing/Unknown,2
2017,Qtr 2,June,26,Missing/Unknown,6
2017,Qtr 2,June,27,Missing/Unknown,8
2017,Qtr 2,June,28,Missing/Unknown,3
2017,Qtr 2,June,29,Missing/Unknown,3
2017,Qtr 2,June,30,Missing/Unknown,1
2017,Qtr 3,July,3,Missing/Unknown,5
2017,Qtr 3,July,5,Missing/Unknown,5
2017,Qtr 3,July,6,Missing/Unknown,5
2017,Qtr 3,July,7,Missing/Unknown,3
2017,Qtr 3,July,10,Missing/Unknown,7
2017,Qtr 3,July,11,Missing/Unknown,10
2017,Qtr 3,July,12,Missing/Unknown,2
2017,Qtr 3,July,13,Missing/Unknown,3
2017,Qtr 3,July,14,Missing/Unknown,5
2017,Qtr 3,July,17,Missing/Unknown,4
2017,Qtr 3,July,18,Missing/Unknown,11
2017,Qtr 3,July,19,Missing/Unknown,1
2017,Qtr 3,July,20,Missing/Unknown,4
2017,Qtr 3,July,21,Missing/Unknown,2
2017,Qtr 3,July,24,Missing/Unknown,13
2017,Qtr 3,July,25,Missing/Unknown,4
2017,Qtr 3,July,26,Missing/Unknown,7
2017,Qtr 3,July,27,Missing/Unknown,5
2017,Qtr 3,July,28,Missing/Unknown,4
2017,Qtr 3,July,31,Missing/Unknown,5
2017,Qtr 3,August,1,Missing/Unknown,7
2017,Qtr 3,August,2,Missing/Unknown,1
2017,Qtr 3,August,3,Missing/Unknown,7
2017,Qtr 3,August,4,Missing/Unknown,3
2017,Qtr 3,August,5,Missing/Unknown,2
2017,Qtr 3,August,7,Missing/Unknown,10
2017,Qtr 3,August,8,Missing/Unknown,8
2017,Qtr 3,August,9,Missing/Unknown,7
2017,Qtr 3,August,10,Missing/Unknown,4
2017,Qtr 3,August,11,Missing/Unknown,4
2017,Qtr 3,August,14,Missing/Unknown,15
2017,Qtr 3,August,15,Missing/Unknown,9
2017,Qtr 3,August,16,Missing/Unknown,3
2017,Qtr 3,August,17,Missing/Unknown,4
2017,Qtr 3,August,18,Missing/Unknown,7
2017,Qtr 3,August,21,Missing/Unknown,17
2017,Qtr 3,August,22,Missing/Unknown,4
2017,Qtr 3,August,23,Missing/Unknown,4
2017,Qtr 3,August,24,Missing/Unknown,8
2017,Qtr 3,August,25,Missing/Unknown,9
2017,Qtr 3,August,28,Missing/Unknown,4
2017,Qtr 3,August,29,Missing/Unknown,5
2017,Qtr 3,August,30,Missing/Unknown,7
2017,Qtr 3,August,31,Missing/Unknown,7
2017,Qtr 3,September,1,Missing/Unknown,3
2017,Qtr 3,September,5,Missing/Unknown,11
2017,Qtr 3,September,6,Missing/Unknown,6
2017,Qtr 3,September,7,Missing/Unknown,2
2017,Qtr 3,September,8,Missing/Unknown,2
2017,Qtr 3,September,9,Missing/Unknown,3
2017,Qtr 3,September,10,Missing/Unknown,4
2017,Qtr 3,September,11,Missing/Unknown,6
2017,Qtr 3,September,12,Missing/Unknown,7
2017,Qtr 3,September,13,Missing/Unknown,8
2017,Qtr 3,September,14,Missing/Unknown,4
2017,Qtr 3,September,15,Missing/Unknown,2
2017,Qtr 3,September,17,Missing/Unknown,1
2017,Qtr 3,September,18,Missing/Unknown,8
2017,Qtr 3,September,19,Missing/Unknown,3
2017,Qtr 3,September,20,Missing/Unknown,2
2017,Qtr 3,September,21,Missing/Unknown,8
2017,Qtr 3,September,22,Missing/Unknown,1
2017,Qtr 3,September,23,Missing/Unknown,3
2017,Qtr 3,September,25,Missing/Unknown,8
2017,Qtr 3,September,26,Missing/Unknown,3
2017,Qtr 3,September,27,Missing/Unknown,3
2017,Qtr 3,September,28,Missing/Unknown,4
2017,Qtr 3,September,29,Missing/Unknown,4
2017,Qtr 4,October,2,Missing/Unknown,9
2017,Qtr 4,October,3,Missing/Unknown,3
2017,Qtr 4,October,4,Missing/Unknown,5
2017,Qtr 4,October,5,Missing/Unknown,8
2017,Qtr 4,October,6,Missing/Unknown,3
2017,Qtr 4,October,7,Missing/Unknown,1
2017,Qtr 4,October,10,Missing/Unknown,6
2017,Qtr 4,October,11,Missing/Unknown,7
2017,Qtr 4,October,12,Missing/Unknown,6
2017,Qtr 4,October,13,Missing/Unknown,5
2017,Qtr 4,October,16,Missing/Unknown,11
2017,Qtr 4,October,17,Missing/Unknown,8
2017,Qtr 4,October,18,Missing/Unknown,3
2017,Qtr 4,October,19,Missing/Unknown,6
2017,Qtr 4,October,20,Missing/Unknown,6
2017,Qtr 4,October,23,Missing/Unknown,6
2017,Qtr 4,October,24,Missing/Unknown,5
2017,Qtr 4,October,25,Missing/Unknown,3
2017,Qtr 4,October,26,Missing/Unknown,5
2017,Qtr 4,October,27,Missing/Unknown,4
2017,Qtr 4,October,28,Missing/Unknown,5
2017,Qtr 4,October,30,Missing/Unknown,8
2017,Qtr 4,October,31,Missing/Unknown,5
2017,Qtr 4,November,1,Missing/Unknown,4
2017,Qtr 4,November,2,Missing/Unknown,5
2017,Qtr 4,November,3,Missing/Unknown,3
2017,Qtr 4,November,6,Missing/Unknown,8
2017,Qtr 4,November,7,Missing/Unknown,6
2017,Qtr 4,November,8,Missing/Unknown,8
2017,Qtr 4,November,9,Missing/Unknown,6
2017,Qtr 4,November,13,Missing/Unknown,15
2017,Qtr 4,November,14,Missing/Unknown,6
2017,Qtr 4,November,15,Missing/Unknown,5
2017,Qtr 4,November,16,Missing/Unknown,4
2017,Qtr 4,November,17,Missing/Unknown,10
2017,Qtr 4,November,20,Missing/Unknown,6
2017,Qtr 4,November,21,Missing/Unknown,10
2017,Qtr 4,November,22,Missing/Unknown,4
2017,Qtr 4,November,25,Missing/Unknown,1
2017,Qtr 4,November,27,Missing/Unknown,9
2017,Qtr 4,November,28,Missing/Unknown,8
2017,Qtr 4,November,29,Missing/Unknown,2
2017,Qtr 4,November,30,Missing/Unknown,8
2017,Qtr 4,December,1,Missing/Unknown,4
2017,Qtr 4,December,2,Missing/Unknown,1
2017,Qtr 4,December,3,Missing/Unknown,2
2017,Qtr 4,December,4,Missing/Unknown,7
2017,Qtr 4,December,5,Missing/Unknown,5
2017,Qtr 4,December,6,Missing/Unknown,9
2017,Qtr 4,December,7,Missing/Unknown,7
2017,Qtr 4,December,8,Missing/Unknown,3
2017,Qtr 4,December,9,Missing/Unknown,2
2017,Qtr 4,December,11,Missing/Unknown,8
2017,Qtr 4,December,12,Missing/Unknown,6
2017,Qtr 4,December,13,Missing/Unknown,7
2017,Qtr 4,December,14,Missing/Unknown,2
2017,Qtr 4,December,15,Missing/Unknown,6
2017,Qtr 4,December,16,Missing/Unknown,2
2017,Qtr 4,December,18,Missing/Unknown,4
2017,Qtr 4,December,19,Missing/Unknown,8
2017,Qtr 4,December,20,Missing/Unknown,7
2017,Qtr 4,December,21,Missing/Unknown,8
2017,Qtr 4,December,22,Missing/Unknown,4
2017,Qtr 4,December,26,Missing/Unknown,5
2017,Qtr 4,December,27,Missing/Unknown,4
2017,Qtr 4,December,28,Missing/Unknown,6
2017,Qtr 4,December,29,Missing/Unknown,4
2017,Qtr 4,December,30,Missing/Unknown,1
2018,Qtr 1,January,2,Missing/Unknown,7
2018,Qtr 1,January,3,Missing/Unknown,12
2018,Qtr 1,January,4,Missing/Unknown,2
2018,Qtr 1,January,5,Missing/Unknown,2
2018,Qtr 1,January,6,Missing/Unknown,1
2018,Qtr 1,January,8,Missing/Unknown,12
2018,Qtr 1,January,9,Missing/Unknown,7
2018,Qtr 1,January,10,Missing/Unknown,1
2018,Qtr 1,January,11,Missing/Unknown,14
2018,Qtr 1,January,12,Missing/Unknown,6
2018,Qtr 1,January,13,Missing/Unknown,2
2018,Qtr 1,January,16,Missing/Unknown,9
2018,Qtr 1,January,17,Missing/Unknown,6
2018,Qtr 1,January,18,Missing/Unknown,6
2018,Qtr 1,January,19,Missing/Unknown,6
2018,Qtr 1,January,20,Missing/Unknown,2
2018,Qtr 1,January,21,Missing/Unknown,3
2018,Qtr 1,January,22,Missing/Unknown,7
2018,Qtr 1,January,23,Missing/Unknown,3
2018,Qtr 1,January,24,Missing/Unknown,6
2018,Qtr 1,January,25,Missing/Unknown,7
2018,Qtr 1,January,26,Missing/Unknown,5
2018,Qtr 1,January,27,Missing/Unknown,2
2018,Qtr 1,January,29,Missing/Unknown,8
2018,Qtr 1,January,30,Missing/Unknown,9
2018,Qtr 1,January,31,Missing/Unknown,4
2018,Qtr 1,February,1,Missing/Unknown,2
2018,Qtr 1,February,2,Missing/Unknown,13
2018,Qtr 1,February,5,Missing/Unknown,8
2018,Qtr 1,February,6,Missing/Unknown,6
2018,Qtr 1,February,7,Missing/Unknown,12
2018,Qtr 1,February,8,Missing/Unknown,3
2018,Qtr 1,February,9,Missing/Unknown,4
2018,Qtr 1,February,12,Missing/Unknown,5
2018,Qtr 1,February,13,Missing/Unknown,5
2018,Qtr 1,February,14,Missing/Unknown,5
2018,Qtr 1,February,15,Missing/Unknown,3
2018,Qtr 1,February,16,Missing/Unknown,1
2018,Qtr 1,February,17,Missing/Unknown,3
2018,Qtr 1,February,18,Missing/Unknown,1
2018,Qtr 1,February,20,Missing/Unknown,10
2018,Qtr 1,February,21,Missing/Unknown,5
2018,Qtr 1,February,22,Missing/Unknown,5
2018,Qtr 1,February,23,Missing/Unknown,4
2018,Qtr 1,February,26,Missing/Unknown,3
2018,Qtr 1,February,27,Missing/Unknown,3
2018,Qtr 1,February,28,Missing/Unknown,9
2018,Qtr 1,March,1,Missing/Unknown,4
2018,Qtr 1,March,2,Missing/Unknown,2
2018,Qtr 1,March,3,Missing/Unknown,3
2018,Qtr 1,March,5,Missing/Unknown,14
2018,Qtr 1,March,6,Missing/Unknown,5
2018,Qtr 1,March,7,Missing/Unknown,4
2018,Qtr 1,March,8,Missing/Unknown,3
2018,Qtr 1,March,9,Missing/Unknown,1
2018,Qtr 1,March,12,Missing/Unknown,10
2018,Qtr 1,March,13,Missing/Unknown,2
2018,Qtr 1,March,14,Missing/Unknown,1
2018,Qtr 1,March,15,Missing/Unknown,6
2018,Qtr 1,March,16,Missing/Unknown,5
2018,Qtr 1,March,17,Missing/Unknown,1
2018,Qtr 1,March,18,Missing/Unknown,2
2018,Qtr 1,March,19,Missing/Unknown,6
2018,Qtr 1,March,20,Missing/Unknown,5
2018,Qtr 1,March,21,Missing/Unknown,8
2018,Qtr 1,March,22,Missing/Unknown,2
2018,Qtr 1,March,23,Missing/Unknown,4
2018,Qtr 1,March,26,Missing/Unknown,4
2018,Qtr 1,March,27,Missing/Unknown,7
2018,Qtr 1,March,28,Missing/Unknown,5
2018,Qtr 1,March,29,Missing/Unknown,7
2018,Qtr 2,April,2,Missing/Unknown,9
2018,Qtr 2,April,3,Missing/Unknown,4
2018,Qtr 2,April,4,Missing/Unknown,6
2018,Qtr 2,April,5,Missing/Unknown,8
2018,Qtr 2,April,6,Missing/Unknown,2
2018,Qtr 2,April,7,Missing/Unknown,1
2018,Qtr 2,April,8,Missing/Unknown,2
2018,Qtr 2,April,9,Missing/Unknown,5
2018,Qtr 2,April,10,Missing/Unknown,4
2018,Qtr 2,April,11,Missing/Unknown,6
2018,Qtr 2,April,12,Missing/Unknown,10
2018,Qtr 2,April,13,Missing/Unknown,3
2018,Qtr 2,April,14,Missing/Unknown,2
2018,Qtr 2,April,16,Missing/Unknown,10
2018,Qtr 2,April,17,Missing/Unknown,4
2018,Qtr 2,April,18,Missing/Unknown,6
2018,Qtr 2,April,19,Missing/Unknown,3
2018,Qtr 2,April,20,Missing/Unknown,1
2018,Qtr 2,April,23,Missing/Unknown,9
2018,Qtr 2,April,24,Missing/Unknown,8
2018,Qtr 2,April,25,Missing/Unknown,7
2018,Qtr 2,April,26,Missing/Unknown,6
2018,Qtr 2,April,27,Missing/Unknown,2
2018,Qtr 2,April,29,Missing/Unknown,1
2018,Qtr 2,April,30,Missing/Unknown,12
2018,Qtr 2,May,1,Missing/Unknown,9
2018,Qtr 2,May,2,Missing/Unknown,7
2018,Qtr 2,May,3,Missing/Unknown,4
2018,Qtr 2,May,4,Missing/Unknown,3
2018,Qtr 2,May,5,Missing/Unknown,1
2018,Qtr 2,May,7,Missing/Unknown,7
2018,Qtr 2,May,8,Missing/Unknown,5
2018,Qtr 2,May,9,Missing/Unknown,9
2018,Qtr 2,May,10,Missing/Unknown,4
2018,Qtr 2,May,11,Missing/Unknown,3
2018,Qtr 2,May,12,Missing/Unknown,1
2018,Qtr 2,May,14,Missing/Unknown,9
2018,Qtr 2,May,15,Missing/Unknown,3
2018,Qtr 2,May,16,Missing/Unknown,5
2018,Qtr 2,May,17,Missing/Unknown,5
2018,Qtr 2,May,18,Missing/Unknown,8
2018,Qtr 2,May,19,Missing/Unknown,2
2018,Qtr 2,May,21,Missing/Unknown,3
2018,Qtr 2,May,22,Missing/Unknown,9
2018,Qtr 2,May,23,Missing/Unknown,3
2018,Qtr 2,May,24,Missing/Unknown,6
2018,Qtr 2,May,25,Missing/Unknown,3
2018,Qtr 2,May,26,Missing/Unknown,1
2018,Qtr 2,May,29,Missing/Unknown,14
2018,Qtr 2,May,30,Missing/Unknown,7
2018,Qtr 2,May,31,Missing/Unknown,10
2018,Qtr 2,June,1,Missing/Unknown,5
2018,Qtr 2,June,4,Missing/Unknown,7
2018,Qtr 2,June,5,Missing/Unknown,12
2018,Qtr 2,June,6,Missing/Unknown,3
2018,Qtr 2,June,7,Missing/Unknown,6
2018,Qtr 2,June,8,Missing/Unknown,5
2018,Qtr 2,June,10,Missing/Unknown,2
2018,Qtr 2,June,11,Missing/Unknown,6
2018,Qtr 2,June,12,Missing/Unknown,8
2018,Qtr 2,June,13,Missing/Unknown,5
2018,Qtr 2,June,14,Missing/Unknown,5
2018,Qtr 2,June,15,Missing/Unknown,8
2018,Qtr 2,June,17,Missing/Unknown,2
2018,Qtr 2,June,18,Missing/Unknown,3
2018,Qtr 2,June,20,Missing/Unknown,3
2018,Qtr 2,June,21,Missing/Unknown,15
2018,Qtr 2,June,22,Missing/Unknown,11
2018,Qtr 2,June,23,Missing/Unknown,4
2018,Qtr 2,June,25,Missing/Unknown,13
2018,Qtr 2,June,26,Missing/Unknown,6
2018,Qtr 2,June,27,Missing/Unknown,2
2018,Qtr 2,June,29,Missing/Unknown,6
2018,Qtr 3,July,2,Missing/Unknown,9
2018,Qtr 3,July,3,Missing/Unknown,12
2018,Qtr 3,July,5,Missing/Unknown,11
2018,Qtr 3,July,6,Missing/Unknown,3
2018,Qtr 3,July,7,Missing/Unknown,1
2018,Qtr 3,July,9,Missing/Unknown,8
2018,Qtr 3,July,10,Missing/Unknown,6
2018,Qtr 3,July,11,Missing/Unknown,7
2018,Qtr 3,July,12,Missing/Unknown,3
2018,Qtr 3,July,13,Missing/Unknown,5
2018,Qtr 3,July,16,Missing/Unknown,7
2018,Qtr 3,July,17,Missing/Unknown,3
2018,Qtr 3,July,18,Missing/Unknown,7
2018,Qtr 3,July,19,Missing/Unknown,2
2018,Qtr 3,July,20,Missing/Unknown,5
2018,Qtr 3,July,23,Missing/Unknown,6
2018,Qtr 3,July,24,Missing/Unknown,8
2018,Qtr 3,July,25,Missing/Unknown,1
2018,Qtr 3,July,26,Missing/Unknown,3
2018,Qtr 3,July,27,Missing/Unknown,4
2018,Qtr 3,July,30,Missing/Unknown,6
2018,Qtr 3,July,31,Missing/Unknown,5
2018,Qtr 3,August,1,Missing/Unknown,6
2018,Qtr 3,August,2,Missing/Unknown,2
2018,Qtr 3,August,3,Missing/Unknown,6
2018,Qtr 3,August,6,Missing/Unknown,8
2018,Qtr 3,August,7,Missing/Unknown,6
2018,Qtr 3,August,8,Missing/Unknown,4
2018,Qtr 3,August,9,Missing/Unknown,12
2018,Qtr 3,August,10,Missing/Unknown,6
2018,Qtr 3,August,13,Missing/Unknown,7
2018,Qtr 3,August,14,Missing/Unknown,4
2018,Qtr 3,August,15,Missing/Unknown,6
2018,Qtr 3,August,16,Missing/Unknown,5
2018,Qtr 3,August,17,Missing/Unknown,3
2018,Qtr 3,August,20,Missing/Unknown,13
2018,Qtr 3,August,21,Missing/Unknown,6
2018,Qtr 3,August,22,Missing/Unknown,4
2018,Qtr 3,August,23,Missing/Unknown,5
2018,Qtr 3,August,24,Missing/Unknown,4
2018,Qtr 3,August,27,Missing/Unknown,8
2018,Qtr 3,August,28,Missing/Unknown,2
2018,Qtr 3,August,29,Missing/Unknown,7
2018,Qtr 3,August,30,Missing/Unknown,12
2018,Qtr 3,August,31,Missing/Unknown,3
2018,Qtr 3,September,4,Missing/Unknown,15
2018,Qtr 3,September,5,Missing/Unknown,3
2018,Qtr 3,September,6,Missing/Unknown,9
2018,Qtr 3,September,7,Missing/Unknown,11
2018,Qtr 3,September,10,Missing/Unknown,9
2018,Qtr 3,September,11,Missing/Unknown,8
2018,Qtr 3,September,12,Missing/Unknown,2
2018,Qtr 3,September,13,Missing/Unknown,1
2018,Qtr 3,September,14,Missing/Unknown,4
2018,Qtr 3,September,17,Missing/Unknown,6
2018,Qtr 3,September,18,Missing/Unknown,6
2018,Qtr 3,September,19,Missing/Unknown,7
2018,Qtr 3,September,20,Missing/Unknown,3
2018,Qtr 3,September,21,Missing/Unknown,2
2018,Qtr 3,September,23,Missing/Unknown,2
2018,Qtr 3,September,24,Missing/Unknown,5
2018,Qtr 3,September,25,Missing/Unknown,7
2018,Qtr 3,September,26,Missing/Unknown,8
2018,Qtr 3,September,27,Missing/Unknown,6
2018,Qtr 4,October,1,Missing/Unknown,4
2018,Qtr 4,October,2,Missing/Unknown,4
2018,Qtr 4,October,3,Missing/Unknown,13
2018,Qtr 4,October,4,Missing/Unknown,6
2018,Qtr 4,October,5,Missing/Unknown,1
2018,Qtr 4,October,9,Missing/Unknown,10
2018,Qtr 4,October,10,Missing/Unknown,11
2018,Qtr 4,October,11,Missing/Unknown,4
2018,Qtr 4,October,12,Missing/Unknown,6
2018,Qtr 4,October,15,Missing/Unknown,7
2018,Qtr 4,October,16,Missing/Unknown,9
2018,Qtr 4,October,17,Missing/Unknown,10
2018,Qtr 4,October,18,Missing/Unknown,4
2018,Qtr 4,October,19,Missing/Unknown,3
2018,Qtr 4,October,22,Missing/Unknown,5
2018,Qtr 4,October,23,Missing/Unknown,8
2018,Qtr 4,October,24,Missing/Unknown,7
2018,Qtr 4,October,25,Missing/Unknown,4
2018,Qtr 4,October,26,Missing/Unknown,3
2018,Qtr 4,October,29,Missing/Unknown,1
2018,Qtr 4,October,30,Missing/Unknown,8
2018,Qtr 4,October,31,Missing/Unknown,8
2018,Qtr 4,November,1,Missing/Unknown,4
2018,Qtr 4,November,2,Missing/Unknown,6
2018,Qtr 4,November,5,Missing/Unknown,5
2018,Qtr 4,November,6,Missing/Unknown,14
2018,Qtr 4,November,7,Missing/Unknown,4
2018,Qtr 4,November,8,Missing/Unknown,2
2018,Qtr 4,November,9,Missing/Unknown,4
2018,Qtr 4,November,13,Missing/Unknown,6
2018,Qtr 4,November,14,Missing/Unknown,5
2018,Qtr 4,November,15,Missing/Unknown,4
2018,Qtr 4,November,16,Missing/Unknown,3
2018,Qtr 4,November,19,Missing/Unknown,7
2018,Qtr 4,November,20,Missing/Unknown,4
2018,Qtr 4,November,21,Missing/Unknown,12
2018,Qtr 4,November,26,Missing/Unknown,16
2018,Qtr 4,November,27,Missing/Unknown,6
2018,Qtr 4,November,28,Missing/Unknown,11
2018,Qtr 4,November,29,Missing/Unknown,7
2018,Qtr 4,November,30,Missing/Unknown,2
2018,Qtr 4,December,3,Missing/Unknown,10
2018,Qtr 4,December,4,Missing/Unknown,7
2018,Qtr 4,December,5,Missing/Unknown,4
2018,Qtr 4,December,6,Missing/Unknown,5
2018,Qtr 4,December,7,Missing/Unknown,7
2018,Qtr 4,December,8,Missing/Unknown,2
2018,Qtr 4,December,10,Missing/Unknown,8
2018,Qtr 4,December,11,Missing/Unknown,4
2018,Qtr 4,December,12,Missing/Unknown,4
2018,Qtr 4,December,13,Missing/Unknown,2
2018,Qtr 4,December,14,Missing/Unknown,1
2018,Qtr 4,December,17,Missing/Unknown,6
2018,Qtr 4,December,18,Missing/Unknown,3
2018,Qtr 4,December,19,Missing/Unknown,1
2018,Qtr 4,December,20,Missing/Unknown,8
2018,Qtr 4,December,21,Missing/Unknown,6
2018,Qtr 4,December,24,Missing/Unknown,12
2018,Qtr 4,December,26,Missing/Unknown,6
2018,Qtr 4,December,27,Missing/Unknown,5
2018,Qtr 4,December,28,Missing/Unknown,3
2018,Qtr 4,December,31,Missing/Unknown,2
2019,Qtr 1,January,2,Missing/Unknown,5
2019,Qtr 1,January,3,Missing/Unknown,5
2019,Qtr 1,January,4,Missing/Unknown,1
2019,Qtr 1,January,5,Missing/Unknown,1
2019,Qtr 1,January,7,Missing/Unknown,11
2019,Qtr 1,January,8,Missing/Unknown,2
2019,Qtr 1,January,9,Missing/Unknown,3
2019,Qtr 1,January,10,Missing/Unknown,9
2019,Qtr 1,January,11,Missing/Unknown,5
